_key,_from,_to,predicate,timestamp,annotation,isNewDeviceForAccount,ipThreatScore,confidence,riskScore,firstSeen,lastSeen
E155,accounts/A021,transactions/T047,initiated,2026-05-02T13:15:00Z,account A021 initiated transaction T047 at 2026-05-02T13:15:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E156,transactions/T047,devices/D008,usedDevice,,"device D008 was used to execute transaction T047; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E157,transactions/T047,ips/IP005,originatedFrom,,transaction T047 originated from IP 203.0.113.15; the edge contributes network provenance and carries IP threat context with score 0.29.,,0.29,,,,
E158,accounts/A029,transactions/T048,initiated,2026-05-02T13:38:00Z,account A029 initiated transaction T048 at 2026-05-02T13:38:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E159,transactions/T048,devices/D010,usedDevice,,"device D010 was used to execute transaction T048; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E160,transactions/T048,ips/IP007,originatedFrom,,transaction T048 originated from IP 203.0.113.17; the edge contributes network provenance and carries IP threat context with score 0.73.,,0.73,,,,
E161,transactions/T048,attack_patterns/card-testing,matchesPattern,,"transaction T048 matches attack pattern card-testing with confidence 0.84; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.84,,,
E162,transactions/T048,fraud_signals/S009,triggeredSignal,,"transaction T048 triggered fraud signal S009 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E163,accounts/A022,transactions/T049,initiated,2026-05-02T14:23:00Z,account A022 initiated transaction T049 at 2026-05-02T14:23:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E164,transactions/T049,devices/D007,usedDevice,,"device D007 was used to execute transaction T049; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E165,transactions/T049,ips/IP011,originatedFrom,,transaction T049 originated from IP 203.0.113.21; the edge contributes network provenance and carries IP threat context with score 0.69.,,0.69,,,,
E166,accounts/A009,transactions/T050,initiated,2026-05-02T14:58:00Z,account A009 initiated transaction T050 at 2026-05-02T14:58:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E167,transactions/T050,devices/D006,usedDevice,,"device D006 was used to execute transaction T050; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E168,transactions/T050,ips/IP009,originatedFrom,,transaction T050 originated from IP 203.0.113.19; the edge contributes network provenance and carries IP threat context with score 0.47.,,0.47,,,,
E169,accounts/A024,transactions/T051,initiated,2026-05-02T15:47:00Z,account A024 initiated transaction T051 at 2026-05-02T15:47:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E170,transactions/T051,devices/D007,usedDevice,,"device D007 was used to execute transaction T051; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E171,transactions/T051,ips/IP008,originatedFrom,,transaction T051 originated from IP 203.0.113.18; the edge contributes network provenance and carries IP threat context with score 0.35.,,0.35,,,,
E172,accounts/A008,transactions/T052,initiated,2026-05-02T16:22:00Z,account A008 initiated transaction T052 at 2026-05-02T16:22:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E173,transactions/T052,devices/D007,usedDevice,,"device D007 was used to execute transaction T052; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E174,transactions/T052,ips/IP008,originatedFrom,,transaction T052 originated from IP 203.0.113.18; the edge contributes network provenance and carries IP threat context with score 0.35.,,0.35,,,,
E175,accounts/A024,transactions/T053,initiated,2026-05-02T16:49:00Z,account A024 initiated transaction T053 at 2026-05-02T16:49:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E176,transactions/T053,devices/D009,usedDevice,,"device D009 was used to execute transaction T053; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E177,transactions/T053,ips/IP017,originatedFrom,,transaction T053 originated from IP 203.0.113.27; the edge contributes network provenance and carries IP threat context with score 0.71.,,0.71,,,,
E178,transactions/T053,attack_patterns/mule-ring,matchesPattern,,"transaction T053 matches attack pattern mule-ring with confidence 0.71; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.71,,,
E179,transactions/T053,fraud_signals/S010,triggeredSignal,,"transaction T053 triggered fraud signal S010 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E180,accounts/A018,transactions/T054,initiated,2026-05-02T17:33:00Z,account A018 initiated transaction T054 at 2026-05-02T17:33:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E181,transactions/T054,devices/D003,usedDevice,,"device D003 was used to execute transaction T054; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E182,transactions/T054,ips/IP007,originatedFrom,,transaction T054 originated from IP 203.0.113.17; the edge contributes network provenance and carries IP threat context with score 0.73.,,0.73,,,,
E183,transactions/T054,attack_patterns/credential-stuffing,matchesPattern,,"transaction T054 matches attack pattern credential-stuffing with confidence 0.85; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.85,,,
E184,transactions/T054,fraud_signals/S011,triggeredSignal,,"transaction T054 triggered fraud signal S011 with risk score 0.96; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.96,,
E185,accounts/A010,transactions/T055,initiated,2026-05-02T17:55:00Z,account A010 initiated transaction T055 at 2026-05-02T17:55:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E186,transactions/T055,devices/D004,usedDevice,,"device D004 was used to execute transaction T055; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E187,transactions/T055,ips/IP011,originatedFrom,,transaction T055 originated from IP 203.0.113.21; the edge contributes network provenance and carries IP threat context with score 0.69.,,0.69,,,,
E188,transactions/T055,attack_patterns/account-takeover,matchesPattern,,"transaction T055 matches attack pattern account-takeover with confidence 0.83; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.83,,,
E189,transactions/T055,fraud_signals/S012,triggeredSignal,,"transaction T055 triggered fraud signal S012 with risk score 0.98; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.98,,
E190,accounts/A023,transactions/T056,initiated,2026-05-02T18:32:00Z,account A023 initiated transaction T056 at 2026-05-02T18:32:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E191,transactions/T056,devices/D003,usedDevice,,"device D003 was used to execute transaction T056; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E192,transactions/T056,ips/IP016,originatedFrom,,transaction T056 originated from IP 203.0.113.26; the edge contributes network provenance and carries IP threat context with score 0.3.,,0.3,,,,
E193,accounts/A011,transactions/T057,initiated,2026-05-02T19:24:00Z,account A011 initiated transaction T057 at 2026-05-02T19:24:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E194,transactions/T057,devices/D003,usedDevice,,"device D003 was used to execute transaction T057; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E195,transactions/T057,ips/IP002,originatedFrom,,transaction T057 originated from IP 203.0.113.12; the edge contributes network provenance and carries IP threat context with score 0.34.,,0.34,,,,
E196,accounts/A003,transactions/T058,initiated,2026-05-02T20:04:00Z,account A003 initiated transaction T058 at 2026-05-02T20:04:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E197,transactions/T058,devices/D010,usedDevice,,"device D010 was used to execute transaction T058; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E198,transactions/T058,ips/IP002,originatedFrom,,transaction T058 originated from IP 203.0.113.12; the edge contributes network provenance and carries IP threat context with score 0.34.,,0.34,,,,
E199,accounts/A025,transactions/T059,initiated,2026-05-02T20:42:00Z,account A025 initiated transaction T059 at 2026-05-02T20:42:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E200,transactions/T059,devices/D007,usedDevice,,"device D007 was used to execute transaction T059; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E201,transactions/T059,ips/IP020,originatedFrom,,transaction T059 originated from IP 203.0.113.30; the edge contributes network provenance and carries IP threat context with score 0.47.,,0.47,,,,
E202,accounts/A015,transactions/T060,initiated,2026-05-02T21:09:00Z,account A015 initiated transaction T060 at 2026-05-02T21:09:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E203,transactions/T060,devices/D005,usedDevice,,"device D005 was used to execute transaction T060; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E204,transactions/T060,ips/IP019,originatedFrom,,transaction T060 originated from IP 203.0.113.29; the edge contributes network provenance and carries IP threat context with score 0.55.,,0.55,,,,
E205,accounts/A024,transactions/T061,initiated,2026-05-02T21:45:00Z,account A024 initiated transaction T061 at 2026-05-02T21:45:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E206,transactions/T061,devices/D002,usedDevice,,"device D002 was used to execute transaction T061; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E207,transactions/T061,ips/IP007,originatedFrom,,transaction T061 originated from IP 203.0.113.17; the edge contributes network provenance and carries IP threat context with score 0.73.,,0.73,,,,
E208,transactions/T061,attack_patterns/credential-stuffing,matchesPattern,,"transaction T061 matches attack pattern credential-stuffing with confidence 0.7; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.7,,,
E209,transactions/T061,fraud_signals/S013,triggeredSignal,,"transaction T061 triggered fraud signal S013 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E210,accounts/A001,transactions/T062,initiated,2026-05-02T22:29:00Z,account A001 initiated transaction T062 at 2026-05-02T22:29:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E211,transactions/T062,devices/D007,usedDevice,,"device D007 was used to execute transaction T062; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E212,transactions/T062,ips/IP015,originatedFrom,,transaction T062 originated from IP 203.0.113.25; the edge contributes network provenance and carries IP threat context with score 0.4.,,0.4,,,,
E213,accounts/A010,transactions/T063,initiated,2026-05-02T22:59:00Z,account A010 initiated transaction T063 at 2026-05-02T22:59:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E214,transactions/T063,devices/D008,usedDevice,,"device D008 was used to execute transaction T063; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E215,transactions/T063,ips/IP003,originatedFrom,,transaction T063 originated from IP 203.0.113.13; the edge contributes network provenance and carries IP threat context with score 0.9.,,0.9,,,,
E216,transactions/T063,attack_patterns/synthetic-identity,matchesPattern,,"transaction T063 matches attack pattern synthetic-identity with confidence 0.8; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.8,,,
E217,transactions/T063,fraud_signals/S014,triggeredSignal,,"transaction T063 triggered fraud signal S014 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E218,accounts/A018,transactions/T064,initiated,2026-05-02T23:30:00Z,account A018 initiated transaction T064 at 2026-05-02T23:30:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E219,transactions/T064,devices/D004,usedDevice,,"device D004 was used to execute transaction T064; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E220,transactions/T064,ips/IP009,originatedFrom,,transaction T064 originated from IP 203.0.113.19; the edge contributes network provenance and carries IP threat context with score 0.47.,,0.47,,,,
E221,accounts/A027,transactions/T065,initiated,2026-05-03T00:19:00Z,account A027 initiated transaction T065 at 2026-05-03T00:19:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E222,transactions/T065,devices/D010,usedDevice,,"device D010 was used to execute transaction T065; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E223,transactions/T065,ips/IP010,originatedFrom,,transaction T065 originated from IP 203.0.113.20; the edge contributes network provenance and carries IP threat context with score 0.37.,,0.37,,,,
E224,accounts/A028,transactions/T066,initiated,2026-05-03T00:55:00Z,account A028 initiated transaction T066 at 2026-05-03T00:55:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E225,transactions/T066,devices/D009,usedDevice,,"device D009 was used to execute transaction T066; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E226,transactions/T066,ips/IP003,originatedFrom,,transaction T066 originated from IP 203.0.113.13; the edge contributes network provenance and carries IP threat context with score 0.9.,,0.9,,,,
E227,transactions/T066,attack_patterns/account-takeover,matchesPattern,,"transaction T066 matches attack pattern account-takeover with confidence 0.74; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.74,,,
E228,transactions/T066,fraud_signals/S015,triggeredSignal,,"transaction T066 triggered fraud signal S015 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E229,accounts/A022,transactions/T067,initiated,2026-05-03T01:27:00Z,account A022 initiated transaction T067 at 2026-05-03T01:27:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E230,transactions/T067,devices/D010,usedDevice,,"device D010 was used to execute transaction T067; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E231,transactions/T067,ips/IP019,originatedFrom,,transaction T067 originated from IP 203.0.113.29; the edge contributes network provenance and carries IP threat context with score 0.55.,,0.55,,,,
E232,accounts/A021,transactions/T068,initiated,2026-05-03T02:14:00Z,account A021 initiated transaction T068 at 2026-05-03T02:14:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E233,transactions/T068,devices/D008,usedDevice,,"device D008 was used to execute transaction T068; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E234,transactions/T068,ips/IP009,originatedFrom,,transaction T068 originated from IP 203.0.113.19; the edge contributes network provenance and carries IP threat context with score 0.47.,,0.47,,,,
E235,accounts/A016,transactions/T069,initiated,2026-05-03T02:36:00Z,account A016 initiated transaction T069 at 2026-05-03T02:36:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E236,transactions/T069,devices/D006,usedDevice,,"device D006 was used to execute transaction T069; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E237,transactions/T069,ips/IP014,originatedFrom,,transaction T069 originated from IP 203.0.113.24; the edge contributes network provenance and carries IP threat context with score 0.48.,,0.48,,,,
E238,accounts/A010,transactions/T070,initiated,2026-05-03T03:12:00Z,account A010 initiated transaction T070 at 2026-05-03T03:12:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E239,transactions/T070,devices/D007,usedDevice,,"device D007 was used to execute transaction T070; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E240,transactions/T070,ips/IP018,originatedFrom,,transaction T070 originated from IP 203.0.113.28; the edge contributes network provenance and carries IP threat context with score 0.05.,,0.05,,,,
E241,accounts/A025,transactions/T071,initiated,2026-05-03T03:47:00Z,account A025 initiated transaction T071 at 2026-05-03T03:47:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E242,transactions/T071,devices/D007,usedDevice,,"device D007 was used to execute transaction T071; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E243,transactions/T071,ips/IP017,originatedFrom,,transaction T071 originated from IP 203.0.113.27; the edge contributes network provenance and carries IP threat context with score 0.71.,,0.71,,,,
E244,accounts/A028,transactions/T072,initiated,2026-05-03T04:25:00Z,account A028 initiated transaction T072 at 2026-05-03T04:25:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E245,transactions/T072,devices/D006,usedDevice,,"device D006 was used to execute transaction T072; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E246,transactions/T072,ips/IP017,originatedFrom,,transaction T072 originated from IP 203.0.113.27; the edge contributes network provenance and carries IP threat context with score 0.71.,,0.71,,,,
E247,transactions/T072,attack_patterns/mule-ring,matchesPattern,,"transaction T072 matches attack pattern mule-ring with confidence 0.8; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.8,,,
E248,transactions/T072,fraud_signals/S016,triggeredSignal,,"transaction T072 triggered fraud signal S016 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E249,accounts/A023,transactions/T073,initiated,2026-05-03T05:21:00Z,account A023 initiated transaction T073 at 2026-05-03T05:21:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E250,transactions/T073,devices/D008,usedDevice,,"device D008 was used to execute transaction T073; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E251,transactions/T073,ips/IP004,originatedFrom,,transaction T073 originated from IP 203.0.113.14; the edge contributes network provenance and carries IP threat context with score 0.23.,,0.23,,,,
E252,accounts/A010,transactions/T074,initiated,2026-05-03T05:41:00Z,account A010 initiated transaction T074 at 2026-05-03T05:41:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E253,transactions/T074,devices/D009,usedDevice,,"device D009 was used to execute transaction T074; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E254,transactions/T074,ips/IP017,originatedFrom,,transaction T074 originated from IP 203.0.113.27; the edge contributes network provenance and carries IP threat context with score 0.71.,,0.71,,,,
E255,transactions/T074,attack_patterns/synthetic-identity,matchesPattern,,"transaction T074 matches attack pattern synthetic-identity with confidence 0.82; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.82,,,
E256,transactions/T074,fraud_signals/S017,triggeredSignal,,"transaction T074 triggered fraud signal S017 with risk score 0.97; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.97,,
E257,accounts/A023,transactions/T075,initiated,2026-05-03T06:28:00Z,account A023 initiated transaction T075 at 2026-05-03T06:28:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E258,transactions/T075,devices/D005,usedDevice,,"device D005 was used to execute transaction T075; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E259,transactions/T075,ips/IP017,originatedFrom,,transaction T075 originated from IP 203.0.113.27; the edge contributes network provenance and carries IP threat context with score 0.71.,,0.71,,,,
E260,accounts/A005,transactions/T076,initiated,2026-05-03T07:08:00Z,account A005 initiated transaction T076 at 2026-05-03T07:08:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E261,transactions/T076,devices/D007,usedDevice,,"device D007 was used to execute transaction T076; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E262,transactions/T076,ips/IP007,originatedFrom,,transaction T076 originated from IP 203.0.113.17; the edge contributes network provenance and carries IP threat context with score 0.73.,,0.73,,,,
E263,accounts/A024,transactions/T077,initiated,2026-05-03T07:29:00Z,account A024 initiated transaction T077 at 2026-05-03T07:29:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E264,transactions/T077,devices/D006,usedDevice,,"device D006 was used to execute transaction T077; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E265,transactions/T077,ips/IP017,originatedFrom,,transaction T077 originated from IP 203.0.113.27; the edge contributes network provenance and carries IP threat context with score 0.71.,,0.71,,,,
E266,transactions/T077,attack_patterns/credential-stuffing,matchesPattern,,"transaction T077 matches attack pattern credential-stuffing with confidence 0.84; this converts low-level transaction, device, and IP evidence into a higher-level fraud/cyber pattern assertion.",,,0.84,,,
E267,transactions/T077,fraud_signals/S018,triggeredSignal,,"transaction T077 triggered fraud signal S018 with risk score 0.99; this materializes the detection result as an explainable signal for review, escalation, or Gold-layer analytics.",,,,0.99,,
E268,accounts/A022,transactions/T078,initiated,2026-05-03T08:21:00Z,account A022 initiated transaction T078 at 2026-05-03T08:21:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E269,transactions/T078,devices/D008,usedDevice,,"device D008 was used to execute transaction T078; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E270,transactions/T078,ips/IP005,originatedFrom,,transaction T078 originated from IP 203.0.113.15; the edge contributes network provenance and carries IP threat context with score 0.29.,,0.29,,,,
E271,accounts/A011,transactions/T079,initiated,2026-05-03T08:50:00Z,account A011 initiated transaction T079 at 2026-05-03T08:50:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E272,transactions/T079,devices/D004,usedDevice,,"device D004 was used to execute transaction T079; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E273,transactions/T079,ips/IP008,originatedFrom,,transaction T079 originated from IP 203.0.113.18; the edge contributes network provenance and carries IP threat context with score 0.35.,,0.35,,,,
E274,accounts/A023,transactions/T080,initiated,2026-05-03T09:40:00Z,account A023 initiated transaction T080 at 2026-05-03T09:40:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E275,transactions/T080,devices/D007,usedDevice,,"device D007 was used to execute transaction T080; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E276,transactions/T080,ips/IP013,originatedFrom,,transaction T080 originated from IP 203.0.113.23; the edge contributes network provenance and carries IP threat context with score 0.37.,,0.37,,,,
E277,accounts/A019,transactions/T081,initiated,2026-05-03T10:11:00Z,account A019 initiated transaction T081 at 2026-05-03T10:11:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E278,transactions/T081,devices/D006,usedDevice,,"device D006 was used to execute transaction T081; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E279,transactions/T081,ips/IP003,originatedFrom,,transaction T081 originated from IP 203.0.113.13; the edge contributes network provenance and carries IP threat context with score 0.9.,,0.9,,,,
E280,accounts/A005,transactions/T082,initiated,2026-05-03T10:42:00Z,account A005 initiated transaction T082 at 2026-05-03T10:42:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E281,transactions/T082,devices/D007,usedDevice,,"device D007 was used to execute transaction T082; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E282,transactions/T082,ips/IP005,originatedFrom,,transaction T082 originated from IP 203.0.113.15; the edge contributes network provenance and carries IP threat context with score 0.29.,,0.29,,,,
E283,accounts/A028,transactions/T083,initiated,2026-05-03T11:21:00Z,account A028 initiated transaction T083 at 2026-05-03T11:21:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E284,transactions/T083,devices/D006,usedDevice,,"device D006 was used to execute transaction T083; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E285,transactions/T083,ips/IP018,originatedFrom,,transaction T083 originated from IP 203.0.113.28; the edge contributes network provenance and carries IP threat context with score 0.05.,,0.05,,,,
E286,accounts/A008,transactions/T084,initiated,2026-05-03T12:01:00Z,account A008 initiated transaction T084 at 2026-05-03T12:01:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E287,transactions/T084,devices/D005,usedDevice,,"device D005 was used to execute transaction T084; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E288,transactions/T084,ips/IP008,originatedFrom,,transaction T084 originated from IP 203.0.113.18; the edge contributes network provenance and carries IP threat context with score 0.35.,,0.35,,,,
E289,accounts/A023,transactions/T085,initiated,2026-05-03T12:26:00Z,account A023 initiated transaction T085 at 2026-05-03T12:26:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E290,transactions/T085,devices/D005,usedDevice,,"device D005 was used to execute transaction T085; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E291,transactions/T085,ips/IP001,originatedFrom,,transaction T085 originated from IP 203.0.113.11; the edge contributes network provenance and carries IP threat context with score 0.52.,,0.52,,,,
E292,accounts/A008,transactions/T086,initiated,2026-05-03T13:07:00Z,account A008 initiated transaction T086 at 2026-05-03T13:07:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E293,transactions/T086,devices/D009,usedDevice,,"device D009 was used to execute transaction T086; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E294,transactions/T086,ips/IP014,originatedFrom,,transaction T086 originated from IP 203.0.113.24; the edge contributes network provenance and carries IP threat context with score 0.48.,,0.48,,,,
E295,accounts/A013,transactions/T087,initiated,2026-05-03T13:43:00Z,account A013 initiated transaction T087 at 2026-05-03T13:43:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E296,transactions/T087,devices/D010,usedDevice,,"device D010 was used to execute transaction T087; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E297,transactions/T087,ips/IP016,originatedFrom,,transaction T087 originated from IP 203.0.113.26; the edge contributes network provenance and carries IP threat context with score 0.3.,,0.3,,,,
E298,accounts/A029,transactions/T088,initiated,2026-05-03T14:33:00Z,account A029 initiated transaction T088 at 2026-05-03T14:33:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E299,transactions/T088,devices/D001,usedDevice,,"device D001 was used to execute transaction T088; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E300,transactions/T088,ips/IP015,originatedFrom,,transaction T088 originated from IP 203.0.113.25; the edge contributes network provenance and carries IP threat context with score 0.4.,,0.4,,,,
E301,accounts/A019,transactions/T089,initiated,2026-05-03T15:07:00Z,account A019 initiated transaction T089 at 2026-05-03T15:07:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E302,transactions/T089,devices/D005,usedDevice,,"device D005 was used to execute transaction T089; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
E303,transactions/T089,ips/IP014,originatedFrom,,transaction T089 originated from IP 203.0.113.24; the edge contributes network provenance and carries IP threat context with score 0.48.,,0.48,,,,
E304,accounts/A004,transactions/T090,initiated,2026-05-03T15:48:00Z,account A004 initiated transaction T090 at 2026-05-03T15:48:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E305,transactions/T090,devices/D004,usedDevice,,"device D004 was used to execute transaction T090; the device was new for the account, which impacts account-takeover and anomalous-access scoring.",True,,,,,
E306,transactions/T090,ips/IP017,originatedFrom,,transaction T090 originated from IP 203.0.113.27; the edge contributes network provenance and carries IP threat context with score 0.71.,,0.71,,,,
E307,accounts/A027,transactions/T091,initiated,2026-05-03T16:08:00Z,account A027 initiated transaction T091 at 2026-05-03T16:08:00Z; this establishes ownership/responsibility for the transaction event and links account baseline risk to observed payment behavior.,,,,,,
E308,transactions/T091,devices/D007,usedDevice,,"device D007 was used to execute transaction T091; the device was previously associated with the account, which impacts account-takeover and anomalous-access scoring.",False,,,,,
